Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2021,regulation of cellular component organization (GO:0051128),2/139,0.7296335018610188,0.912195111687958,0,0,0.7754330833946578,0.2444265289281623,NET1;TSC2
GO_Biological_Process_2021,proteasomal protein catabolic process (GO:0010498),3/205,0.7324110701192068,0.912195111687958,0,0,0.7883866255478007,0.2455141212937496,HECW2;PSME1;UBXN6
GO_Biological_Process_2021,protein tetramerization (GO:0051262),1/71,0.7340700555536198,0.912195111687958,0,0,0.7593555900621118,0.2347553968001131,ALDOA
GO_Biological_Process_2021,positive regulation of cell-substrate adhesion (GO:0010811),1/70,0.729053562784672,0.912195111687958,0,0,0.7704001260239446,0.2434526610705174,ILK
GO_Biological_Process_2021,sterol metabolic process (GO:0016125),1/70,0.729053562784672,0.912195111687958,0,0,0.7704001260239446,0.2434526610705174,FDX2
GO_Biological_Process_2021,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent (GO:0002479)",1/73,0.743826849577003,0.9161916118686384,0,0,0.7381868961352657,0.2184641975703933,PSME1
GO_Biological_Process_2021,Fc-gamma receptor signaling pathway (GO:0038094),1/72,0.7389939158014603,0.9161916118686384,0,0,0.7486221677893448,0.2264324464785718,PAK1
GO_Biological_Process_2021,negative regulation of supramolecular fiber organization (GO:1902904),1/72,0.7389939158014603,0.9161916118686384,0,0,0.7486221677893448,0.2264324464785718,TBCD
GO_Biological_Process_2021,regulation of Rho protein signal transduction (GO:0035023),1/73,0.743826849577003,0.9161916118686384,0,0,0.7381868961352657,0.2184641975703933,NET1
GO_Biological_Process_2021,negative regulation of cell adhesion (GO:0007162),1/73,0.743826849577003,0.9161916118686384,0,0,0.7381868961352657,0.2184641975703933,TBCD
GO_Biological_Process_2021,nitrogen compound transport (GO:0071705),2/143,0.7439058435442865,0.9161916118686384,0,0,0.7532803834038688,0.222851076172204,PICK1;AQP1
GO_Biological_Process_2021,chromatin organization (GO:0006325),2/142,0.7403993486146603,0.9161916118686384,0,0,0.7586998832230439,0.228039068973537,PAK1;PADI2
GO_Biological_Process_2021,protein localization to organelle (GO:0033365),2/142,0.7403993486146603,0.9161916118686384,0,0,0.7586998832230439,0.228039068973537,DHX9;CROCC
GO_Biological_Process_2021,mitotic cell cycle phase transition (GO:0044772),3/209,0.7442746503738368,0.9161916118686384,0,0,0.7729189877447079,0.2282778809749981,BRSK1;PPME1;CUL2
GO_Biological_Process_2021,defense response to Gram-negative bacterium (GO:0050829),1/73,0.743826849577003,0.9161916118686384,0,0,0.7381868961352657,0.2184641975703933,AQP1
GO_Biological_Process_2021,sphingolipid biosynthetic process (GO:0030148),1/74,0.7485705313976982,0.9163174291898996,0,0,0.7280375223347231,0.2108322763322326,VAPB
GO_Biological_Process_2021,positive regulation of MAPK cascade (GO:0043410),4/274,0.7472121054670872,0.9163174291898996,0,0,0.7858346017250127,0.2289970681168475,GPNMB;PHB;PHB2;ICAM1
GO_Biological_Process_2021,Fc receptor mediated stimulatory signaling pathway (GO:0002431),1/74,0.7485705313976982,0.9163174291898996,0,0,0.7280375223347231,0.2108322763322326,PAK1
GO_Biological_Process_2021,regulation of stress fiber assembly (GO:0051492),1/74,0.7485705313976982,0.9163174291898996,0,0,0.7280375223347231,0.2108322763322326,PAK1
GO_Biological_Process_2021,NIK/NF-kappaB signaling (GO:0038061),1/74,0.7485705313976982,0.9163174291898996,0,0,0.7280375223347231,0.2108322763322326,PSME1
GO_Biological_Process_2021,regulation of peptide hormone secretion (GO:0090276),1/74,0.7485705313976982,0.9163174291898996,0,0,0.7280375223347231,0.2108322763322326,PICK1
GO_Biological_Process_2021,integrin-mediated signaling pathway (GO:0007229),1/75,0.753226605180287,0.9194414147033112,0,0,0.718162455934195,0.2035194551021046,ILK
GO_Biological_Process_2021,positive regulation of T cell activation (GO:0050870),1/75,0.753226605180287,0.9194414147033112,0,0,0.718162455934195,0.2035194551021046,DOCK8
GO_Biological_Process_2021,regulation of hematopoietic progenitor cell differentiation (GO:1901532),1/75,0.753226605180287,0.9194414147033112,0,0,0.718162455934195,0.2035194551021046,PSME1
GO_Biological_Process_2021,regulation of mRNA stability (GO:0043488),2/146,0.7541831032228823,0.9197526030932082,0,0,0.7374735089312746,0.2080560986010143,PSME1;HSPB1
GO_Biological_Process_2021,chloride transport (GO:0006821),1/76,0.7577966845537744,0.9207335064411476,0,0,0.7085507246376812,0.1965095681515006,ANO6
GO_Biological_Process_2021,positive regulation of interleukin-6 production (GO:0032755),1/76,0.7577966845537744,0.9207335064411476,0,0,0.7085507246376812,0.1965095681515006,DHX9
GO_Biological_Process_2021,phospholipid metabolic process (GO:0006644),1/76,0.7577966845537744,0.9207335064411476,0,0,0.7085507246376812,0.1965095681515006,PLCD1
GO_Biological_Process_2021,regulation of T cell proliferation (GO:0042129),1/76,0.7577966845537744,0.9207335064411476,0,0,0.7085507246376812,0.1965095681515006,GPNMB
GO_Biological_Process_2021,positive regulation of protein modification process (GO:0031401),3/214,0.7585117887707432,0.920749032480041,0,0,0.754409136819206,0.2085163754903242,PAK1;GPNMB;ILK
GO_Biological_Process_2021,external encapsulating structure organization (GO:0045229),3/217,0.7667433052989661,0.9224243393515116,0,0,0.7437184004902712,0.1975339924949567,SMOC1;JAM2;ICAM1
GO_Biological_Process_2021,regulation of cell growth (GO:0001558),3/217,0.7667433052989661,0.9224243393515116,0,0,0.7437184004902712,0.1975339924949567,NET1;FHL1;PHB
GO_Biological_Process_2021,negative regulation of protein serine/threonine kinase activity (GO:0071901),1/78,0.7666851671004221,0.9224243393515116,0,0,0.6900762281197064,0.1833387863795713,GSTP1
GO_Biological_Process_2021,regulation of G2/M transition of mitotic cell cycle (GO:0010389),2/149,0.764103380538903,0.9224243393515116,0,0,0.7223118130085822,0.1943395709116658,FHL1;PSME1
GO_Biological_Process_2021,extracellular structure organization (GO:0043062),3/216,0.7640250969793149,0.9224243393515116,0,0,0.7472485184330024,0.201125406646213,SMOC1;JAM2;ICAM1
GO_Biological_Process_2021,negative regulation of developmental process (GO:0051093),1/77,0.7622823535694169,0.9224243393515116,0,0,0.6991919336384439,0.189787434312829,VAT1
GO_Biological_Process_2021,negative regulation of apoptotic signaling pathway (GO:2001234),1/78,0.7666851671004221,0.9224243393515116,0,0,0.6900762281197064,0.1833387863795713,GSTP1
GO_Biological_Process_2021,regulation of cell migration (GO:0030334),6/408,0.766927940421928,0.9224243393515116,0,0,0.790633608815427,0.2098044572045473,MACF1;GRN;PAK1;CD151;GPNMB;STX4
GO_Biological_Process_2021,antigen processing and presentation of exogenous peptide antigen via MHC class I (GO:0042590),1/78,0.7666851671004221,0.9224243393515116,0,0,0.6900762281197064,0.1833387863795713,PSME1
GO_Biological_Process_2021,positive regulation of protein modification by small protein conjugation or removal (GO:1903322),1/77,0.7622823535694169,0.9224243393515116,0,0,0.6991919336384439,0.189787434312829,RIPK2
GO_Biological_Process_2021,regulation of neuron differentiation (GO:0045664),1/79,0.7710066515285886,0.9256316118626188,0,0,0.6811942586399108,0.17715020609743,PCP4
GO_Biological_Process_2021,recombinational repair (GO:0000725),1/79,0.7710066515285886,0.9256316118626188,0,0,0.6811942586399108,0.17715020609743,TONSL
GO_Biological_Process_2021,actin filament organization (GO:0007015),2/152,0.7736750048267872,0.9279852985616815,0,0,0.7077565849227975,0.1816127347223016,CAPG;ALDOA
GO_Biological_Process_2021,positive regulation of cell adhesion (GO:0045785),1/80,0.7752483051824567,0.928173998259544,0,0,0.6725371491469455,0.1712090646943565,STX4
GO_Biological_Process_2021,positive regulation of cell population proliferation (GO:0008284),7/474,0.7747956101371577,0.928173998259544,0,0,0.7935215966495912,0.2024718070420889,GRN;PAK1;DHX9;NAMPT;STX4;PHB;AQP1
GO_Biological_Process_2021,positive regulation of protein kinase activity (GO:0045860),2/154,0.7798665742176656,0.9320009834087144,0,0,0.6983722931306467,0.1736380021196758,PAK1;PAK3
GO_Biological_Process_2021,positive regulation of cellular amide metabolic process (GO:0034250),1/81,0.7794115987751249,0.9320009834087144,0,0,0.6640964673913043,0.1655034682166502,PYM1
GO_Biological_Process_2021,regulation of G protein-coupled receptor signaling pathway (GO:0008277),1/82,0.7834979760381987,0.9329390068901712,0,0,0.6558641975308642,0.1600222070661093,PHB
GO_Biological_Process_2021,cellular response to interleukin-1 (GO:0071347),2/155,0.7829064560303216,0.9329390068901712,0,0,0.6937721500952788,0.1697952243521773,RIPK2;PSME1
GO_Biological_Process_2021,positive regulation of protein ubiquitination (GO:0031398),1/82,0.7834979760381987,0.9329390068901712,0,0,0.6558641975308642,0.1600222070661093,RIPK2
GO_Biological_Process_2021,positive regulation of NF-kappaB transcription factor activity (GO:0051092),2/155,0.7829064560303216,0.9329390068901712,0,0,0.6937721500952788,0.1697952243521773,DHX9;RIPK2
GO_Biological_Process_2021,positive regulation of plasma membrane bounded cell projection assembly (GO:0120034),1/83,0.7875088543509637,0.9334756854015492,0,0,0.6478327147401909,0.1547547095279237,CROCC
GO_Biological_Process_2021,regulation of osteoblast differentiation (GO:0045667),1/83,0.7875088543509637,0.9334756854015492,0,0,0.6478327147401909,0.1547547095279237,SMOC1
GO_Biological_Process_2021,peptidyl-serine phosphorylation (GO:0018105),2/156,0.7859094946515849,0.9334756854015492,0,0,0.6892317491772533,0.1660453294541174,BRSK1;MARK1
GO_Biological_Process_2021,regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122),3/224,0.7850645652030583,0.9334756854015492,0,0,0.7199020844151027,0.17420861293386,RIPK2;GSTP1;HSPB1
GO_Biological_Process_2021,regulation of defense response (GO:0031347),1/83,0.7875088543509637,0.9334756854015492,0,0,0.6478327147401909,0.1547547095279237,GRN
GO_Biological_Process_2021,anaphase-promoting complex-dependent catabolic process (GO:0031145),1/84,0.7914456247212517,0.936875533396441,0,0,0.6399947616553169,0.149690999451864,PSME1
GO_Biological_Process_2021,cellular response to starvation (GO:0009267),2/158,0.7918063241824994,0.936875533396441,0,0,0.6803255781457417,0.1588141533874347,BRSK1;PICK1
GO_Biological_Process_2021,"Wnt signaling pathway, planar cell polarity pathway (GO:0060071)",1/85,0.7953096529400417,0.9376357509032328,0,0,0.6323434265010351,0.144821656255032,PSME1
GO_Biological_Process_2021,G1/S transition of mitotic cell cycle (GO:0000082),1/85,0.7953096529400417,0.9376357509032328,0,0,0.6323434265010351,0.144821656255032,CUL2
GO_Biological_Process_2021,negative regulation of apoptotic process (GO:0043066),7/485,0.7943416945086065,0.9376357509032328,0,0,0.7748156452992441,0.178394766433554,GRN;RIPK2;GSTP1;HSPB1;VDAC1;PHB2;AQP1
GO_Biological_Process_2021,positive regulation of protein catabolic process (GO:0045732),1/85,0.7953096529400417,0.9376357509032328,0,0,0.6323434265010351,0.144821656255032,HECW2
KEGG_2021_Human,Sulfur relay system,1/8,0.1384347593491376,0.9389304168627194,0,0,7.618012422360248,15.063523454852836,NFS1
KEGG_2021_Human,Oxidative phosphorylation,5/133,0.1001891490306853,0.9389304168627194,0,0,2.0929558722527477,4.815253925305335,COX3;SDHA;COX5B;COX6C;COX5A
KEGG_2021_Human,Fructose and mannose metabolism,2/33,0.1234839069969541,0.9389304168627194,0,0,3.44554803551024,7.206861388202258,GMPPB;ALDOA
KEGG_2021_Human,Galactose metabolism,2/31,0.1113332097932641,0.9389304168627194,0,0,3.6835478718406462,8.086226264766038,PGM2;PGM1
KEGG_2021_Human,Starch and sucrose metabolism,2/36,0.1422621843731393,0.9389304168627194,0,0,3.1410482449110435,6.125306527861486,PGM2;PGM1
KEGG_2021_Human,Renal cell carcinoma,3/69,0.1348821176648733,0.9389304168627194,0,0,2.4298310978638846,4.8678120545252055,PAK1;CUL2;PAK3
KEGG_2021_Human,Glycolysis / Gluconeogenesis,3/67,0.1265587963760563,0.9389304168627194,0,0,2.506019467213114,5.180063242658817,PGM2;ALDOA;PGM1
KEGG_2021_Human,AGE-RAGE signaling pathway in diabetic complications,4/100,0.1137690179944684,0.9389304168627194,0,0,2.230022831050228,4.847144273273048,PLCD3;PLCD4;PLCD1;ICAM1
KEGG_2021_Human,Glyoxylate and dicarboxylate metabolism,2/30,0.1053832883912008,0.9389304168627194,0,0,3.815297781237836,8.584996917471212,PCCA;PCCB
KEGG_2021_Human,Glutathione metabolism,3/57,0.0880575665767492,0.9389304168627194,0,0,2.9716150576806317,7.220324812652841,GSTP1;SMS;PRDX6
KEGG_2021_Human,Cardiac muscle contraction,4/87,0.0772957999096137,0.9389304168627194,0,0,2.5810199702921275,6.607709644198317,COX3;COX5B;COX6C;COX5A
KEGG_2021_Human,Cholesterol metabolism,3/50,0.0646744388528225,0.9389304168627194,0,0,3.415416811998605,9.352740604932352,VAPB;VDAC2;VDAC1
KEGG_2021_Human,Thermogenesis,7/232,0.1387817032846957,0.9389304168627194,0,0,1.667796193984039,3.2936524176694144,COX3;TSC2;COX5B;COX6C;SDHA;COX5A;COA6
GO_Biological_Process_2021,regulation of neuron death (GO:1901214),1/86,0.7991022793130489,0.9404156985452486,0,0,0.6248721227621483,0.1401377791006272,GPNMB
GO_Biological_Process_2021,glucose homeostasis (GO:0042593),1/86,0.7991022793130489,0.9404156985452486,0,0,0.6248721227621483,0.1401377791006272,PDK2
GO_Biological_Process_2021,negative regulation of angiogenesis (GO:0016525),1/87,0.802824819845312,0.9422590320655364,0,0,0.617574570273003,0.1356309526473696,EPN1
GO_Biological_Process_2021,ERAD pathway (GO:0036503),1/87,0.802824819845312,0.9422590320655364,0,0,0.617574570273003,0.1356309526473696,UBXN6
GO_Biological_Process_2021,sodium ion transmembrane transport (GO:0035725),1/87,0.802824819845312,0.9422590320655364,0,0,0.617574570273003,0.1356309526473696,ANO6
GO_Biological_Process_2021,regulation of establishment of planar polarity (GO:0090175),1/88,0.8064785662812398,0.944835351461336,0,0,0.6104447776111944,0.1312932162322713,PSME1
GO_Biological_Process_2021,regulation of cation channel activity (GO:2001257),1/89,0.810064786455028,0.944835351461336,0,0,0.6034770256916996,0.1271170350886745,HPCA
GO_Biological_Process_2021,regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043281),1/89,0.810064786455028,0.944835351461336,0,0,0.6034770256916996,0.1271170350886745,AQP1
GO_Biological_Process_2021,regulation of type I interferon production (GO:0032479),1/89,0.810064786455028,0.944835351461336,0,0,0.6034770256916996,0.1271170350886745,DHX9
GO_Biological_Process_2021,collagen fibril organization (GO:0030199),1/89,0.810064786455028,0.944835351461336,0,0,0.6034770256916996,0.1271170350886745,CD151
GO_Biological_Process_2021,post-Golgi vesicle-mediated transport (GO:0006892),1/89,0.810064786455028,0.944835351461336,0,0,0.6034770256916996,0.1271170350886745,STX4
GO_Biological_Process_2021,regulation of endothelial cell migration (GO:0010594),1/89,0.810064786455028,0.944835351461336,0,0,0.6034770256916996,0.1271170350886745,GRN
GO_Biological_Process_2021,negative regulation of translation (GO:0017148),1/90,0.8135847251091493,0.9455758640231336,0,0,0.5966658524670249,0.1230952733199859,DDX6
GO_Biological_Process_2021,"regulation of mRNA splicing, via spliceosome (GO:0048024)",1/90,0.8135847251091493,0.9455758640231336,0,0,0.5966658524670249,0.1230952733199859,PRDX6
GO_Biological_Process_2021,sodium ion transport (GO:0006814),1/90,0.8135847251091493,0.9455758640231336,0,0,0.5966658524670249,0.1230952733199859,ANO6
GO_Biological_Process_2021,protein complex oligomerization (GO:0051259),1/90,0.8135847251091493,0.9455758640231336,0,0,0.5966658524670249,0.1230952733199859,DNM1L
GO_Biological_Process_2021,regulation of stem cell differentiation (GO:2000736),1/91,0.8170396038911487,0.9470724320966366,0,0,0.590006038647343,0.1192211694236411,PSME1
GO_Biological_Process_2021,positive regulation of supramolecular fiber organization (GO:1902905),1/91,0.8170396038911487,0.9470724320966366,0,0,0.590006038647343,0.1192211694236411,PAK1
GO_Biological_Process_2021,toll-like receptor signaling pathway (GO:0002224),1/91,0.8170396038911487,0.9470724320966366,0,0,0.590006038647343,0.1192211694236411,RIPK2
GO_Biological_Process_2021,cellular protein-containing complex assembly (GO:0034622),2/168,0.8191892540490097,0.9484872537859048,0,0,0.6390138209513805,0.1274450074453991,DHX9;TBCD
GO_Biological_Process_2021,regulation of lipid metabolic process (GO:0019216),1/92,0.8204306222678993,0.9484872537859048,0,0,0.5834925943621596,0.1154883129046934,OPA3
GO_Biological_Process_2021,regulation of peptidyl-tyrosine phosphorylation (GO:0050730),1/92,0.8204306222678993,0.9484872537859048,0,0,0.5834925943621596,0.1154883129046934,RIPK2
GO_Biological_Process_2021,visual perception (GO:0007601),1/93,0.8237589573252513,0.9485833575425472,0,0,0.5771207466918714,0.1118906233301384,OPA3
GO_Biological_Process_2021,regulation of epithelial cell proliferation (GO:0050678),1/93,0.8237589573252513,0.9485833575425472,0,0,0.5771207466918714,0.1118906233301384,GRN
GO_Biological_Process_2021,negative regulation of cell death (GO:0060548),1/94,0.8270257648139828,0.9485833575425472,0,0,0.57088592800374,0.1084223299800462,GPNMB
GO_Biological_Process_2021,negative regulation of cellular protein metabolic process (GO:0032269),1/94,0.8270257648139828,0.9485833575425472,0,0,0.57088592800374,0.1084223299800462,DDX6
GO_Biological_Process_2021,positive regulation of epithelial cell migration (GO:0010634),1/94,0.8270257648139828,0.9485833575425472,0,0,0.57088592800374,0.1084223299800462,GRN
GO_Biological_Process_2021,positive regulation of apoptotic process (GO:0043065),4/310,0.8266957665523818,0.9485833575425472,0,0,0.6920941892738831,0.1317183470881202,NET1;GRN;ANO6;DNM1L
GO_Biological_Process_2021,nucleosome organization (GO:0034728),1/94,0.8270257648139828,0.9485833575425472,0,0,0.57088592800374,0.1084223299800462,H2AW
GO_Biological_Process_2021,hemopoiesis (GO:0030097),1/94,0.8270257648139828,0.9485833575425472,0,0,0.57088592800374,0.1084223299800462,GLRX5
GO_Biological_Process_2021,peptidyl-serine modification (GO:0018209),2/169,0.8217426204462684,0.9485833575425472,0,0,0.6351547586026857,0.1246986931522769,BRSK1;MARK1
GO_Biological_Process_2021,regulation of cell cycle phase transition (GO:1901987),1/95,0.8302321790123014,0.950597717628932,0,0,0.5647837650323775,0.1050779537208088,PSME1
GO_Biological_Process_2021,sensory perception of light stimulus (GO:0050953),1/95,0.8302321790123014,0.950597717628932,0,0,0.5647837650323775,0.1050779537208088,OPA3
GO_Biological_Process_2021,negative regulation of cell population proliferation (GO:0008285),5/379,0.8314690689084105,0.9511832018664278,0,0,0.7072706705059646,0.130534709661712,PAK1;GPNMB;GSTP1;TSC2;PHB
GO_Biological_Process_2021,cation transport (GO:0006812),2/174,0.8340307954527684,0.9527453435750456,0,0,0.6165325391293327,0.1118913784563835,ANO6;AQP1
GO_Biological_Process_2021,regulation of MAP kinase activity (GO:0043405),1/97,0.8364682612165351,0.9527453435750456,0,0,0.5529608242753623,0.0987403905238246,GSTP1
GO_Biological_Process_2021,positive regulation of DNA-binding transcription factor activity (GO:0051091),3/246,0.8350346915849508,0.9527453435750456,0,0,0.6539836740201039,0.117901490073204,DHX9;RIPK2;PHB2
GO_Biological_Process_2021,double-strand break repair via homologous recombination (GO:0000724),1/97,0.8364682612165351,0.9527453435750456,0,0,0.5529608242753623,0.0987403905238246,TONSL
GO_Biological_Process_2021,calcium ion homeostasis (GO:0055074),1/97,0.8364682612165351,0.9527453435750456,0,0,0.5529608242753623,0.0987403905238246,VAPB
GO_Biological_Process_2021,defense response to bacterium (GO:0042742),2/176,0.8387286298025761,0.9537128463516796,0,0,0.6093833192395628,0.1071710680295435,TF;AQP1
GO_Biological_Process_2021,regulation of neuron apoptotic process (GO:0043523),1/98,0.8395000951104792,0.9537128463516796,0,0,0.5472321828776333,0.0957375530662712,GRN
GO_Biological_Process_2021,RNA splicing (GO:0008380),1/98,0.8395000951104792,0.9537128463516796,0,0,0.5472321828776333,0.0957375530662712,SF3B3
GO_Biological_Process_2021,positive regulation of developmental process (GO:0051094),2/177,0.8410322171211849,0.9538003777213436,0,0,0.6058699883223044,0.1048914305368499,DNM1L;MFF
GO_Biological_Process_2021,glycerophospholipid biosynthetic process (GO:0046474),2/177,0.8410322171211849,0.9538003777213436,0,0,0.6058699883223044,0.1048914305368499,ARF3;MTMR9
GO_Biological_Process_2021,organic anion transport (GO:0015711),1/99,0.8424758684649428,0.9546118094706484,0,0,0.5416204525288376,0.0928393025553875,AQP1
GO_Biological_Process_2021,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377)",3/251,0.8448933330177346,0.9556176203659676,0,0,0.6406332628239026,0.1079754645479205,SF3B3;DHX9;SRRT
GO_Biological_Process_2021,regulation of transforming growth factor beta receptor signaling pathway (GO:0017015),1/100,0.8453966150669691,0.9556176203659676,0,0,0.5361220904699165,0.0900413806333399,CD109
GO_Biological_Process_2021,regulation of immune response (GO:0050776),2/179,0.845550297196432,0.9556176203659676,0,0,0.5989624224510846,0.100486502661704,CD99;ICAM1
GO_Biological_Process_2021,positive regulation of cellular biosynthetic process (GO:0031328),2/180,0.8477654121748205,0.9572958271844872,0,0,0.5955668493402321,0.0983586501539298,DHX9;PYM1
GO_Biological_Process_2021,positive regulation of phosphorylation (GO:0042327),3/253,0.8486918219104448,0.9575171932225416,0,0,0.6354426229508197,0.1042501753700778,PAK1;GPNMB;ILK
GO_Biological_Process_2021,positive regulation of cell growth (GO:0030307),1/102,0.8510770684266656,0.9577356538260589,0,0,0.5254520017219113,0.0847304974151708,MACF1
GO_Biological_Process_2021,positive regulation of cellular protein metabolic process (GO:0032270),1/102,0.8510770684266656,0.9577356538260589,0,0,0.5254520017219113,0.0847304974151708,PYM1
GO_Biological_Process_2021,cell junction assembly (GO:0034329),1/102,0.8510770684266656,0.9577356538260589,0,0,0.5254520017219113,0.0847304974151708,ILK
GO_Biological_Process_2021,chromatin remodeling (GO:0006338),1/103,0.853838749258348,0.9591967440254452,0,0,0.5202738704177323,0.0822099940994658,PAK1
GO_Biological_Process_2021,cellular response to organonitrogen compound (GO:0071417),1/103,0.853838749258348,0.9591967440254452,0,0,0.5202738704177323,0.0822099940994658,AQP1
GO_Biological_Process_2021,steroid metabolic process (GO:0008202),1/104,0.8565493519780197,0.9605955521327492,0,0,0.5151962853524694,0.0797747147927943,FDX2
GO_Biological_Process_2021,cellular metal ion homeostasis (GO:0006875),1/104,0.8565493519780197,0.9605955521327492,0,0,0.5151962853524694,0.0797747147927943,VAPB
GO_Biological_Process_2021,regulation of phosphatidylinositol 3-kinase signaling (GO:0014066),1/106,0.8618210744335714,0.9648568988748182,0,0,0.5053312629399586,0.0751465993808516,TSC2
GO_Biological_Process_2021,chromosome organization (GO:0051276),1/106,0.8618210744335714,0.9648568988748182,0,0,0.5053312629399586,0.0751465993808516,PADI2
GO_Biological_Process_2021,cellular component assembly (GO:0022607),3/261,0.8630887732158231,0.965451690858314,0,0,0.6154848138264074,0.0906225852085668,ILK;CAPG;DNM1L
GO_Biological_Process_2021,regulation of mitotic cell cycle phase transition (GO:1901990),2/188,0.8644726311778868,0.9661752936694028,0,0,0.5697166798511617,0.0829710492531861,HECW2;PSME1
GO_Biological_Process_2021,regulation of GTPase activity (GO:0043087),2/189,0.8664388528450852,0.9672385807323882,0,0,0.5666409243905638,0.0812357623258651,NET1;DOCK8
GO_Biological_Process_2021,negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090101),1/108,0.8668995670179681,0.9672385807323882,0,0,0.4958350264120276,0.0708211821576261,CD109
GO_Biological_Process_2021,regulation of protein ubiquitination (GO:0031396),1/109,0.8693685699247216,0.9685060249193564,0,0,0.4912188003220611,0.068764792699417,RIPK2
GO_Biological_Process_2021,transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169),5/404,0.8695130368650513,0.9685060249193564,0,0,0.6620947974331433,0.0925753868410671,PAK1;NAMPT;TSC2;PAK3;PDK2
GO_Biological_Process_2021,negative regulation of Wnt signaling pathway (GO:0030178),2/191,0.8702931099418414,0.968552009451404,0,0,0.5605870564998631,0.0778796779643757,PSME1;TSC2
GO_Biological_Process_2021,regulation of interleukin-6 production (GO:0032675),1/110,0.8717918940498205,0.968575570423148,0,0,0.4866872756282409,0.0667757023981537,DHX9
GO_Biological_Process_2021,response to tumor necrosis factor (GO:0034612),1/110,0.8717918940498205,0.968575570423148,0,0,0.4866872756282409,0.0667757023981537,DHX9
GO_Biological_Process_2021,cellular divalent inorganic cation homeostasis (GO:0072503),1/111,0.8741703823067087,0.9703957419171,0,0,0.4822381422924901,0.0648513742333702,VAPB
GO_Biological_Process_2021,post-translational protein modification (GO:0043687),4/345,0.882976565487401,0.9716353648209306,0,0,0.61993331458643,0.0771548039559126,TF;VGF;CUL2;PSME1
GO_Biological_Process_2021,cellular protein metabolic process (GO:0044267),5/417,0.8862626063384316,0.9716353648209306,0,0,0.6407700309399339,0.0773678402596488,HBS1L;TF;VGF;FDX2;MSRB2
GO_Biological_Process_2021,negative regulation of intracellular signal transduction (GO:1902532),2/198,0.8829923832774339,0.9716353648209306,0,0,0.5403714619362732,0.0672431246047105,GSTP1;TSC2
GO_Biological_Process_2021,calcium ion transport (GO:0006816),1/115,0.8832522959772802,0.9716353648209306,0,0,0.4652221586575134,0.0577547226276309,ANO6
GO_Biological_Process_2021,regulation of macromolecule metabolic process (GO:0060255),2/200,0.8864041924682173,0.9716353648209306,0,0,0.534858117964385,0.0644943863254484,STX1B;MTMR9
GO_Biological_Process_2021,positive regulation of protein metabolic process (GO:0051247),1/115,0.8832522959772802,0.9716353648209306,0,0,0.4652221586575134,0.0577547226276309,HECW2
GO_Biological_Process_2021,"mRNA splicing, via spliceosome (GO:0000398)",3/274,0.8839279406598366,0.9716353648209306,0,0,0.5855665114028189,0.0722470408598783,SF3B3;DHX9;SRRT
GO_Biological_Process_2021,regulation of protein-containing complex assembly (GO:0043254),1/116,0.8854187142229302,0.9716353648209306,0,0,0.4611531190926276,0.0561198547178006,STX1B
GO_Biological_Process_2021,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay (GO:0000184)",1/113,0.8787961451186131,0.9716353648209306,0,0,0.4735782220496894,0.0611874073629045,PYM1
GO_Biological_Process_2021,regulation of macroautophagy (GO:0016241),1/112,0.8765048619453079,0.9716353648209306,0,0,0.4778691735213474,0.0629893825759776,TSC2
GO_Biological_Process_2021,sulfur compound biosynthetic process (GO:0044272),1/113,0.8787961451186131,0.9716353648209306,0,0,0.4735782220496894,0.0611874073629045,GSTP1
GO_Biological_Process_2021,positive regulation of cellular component organization (GO:0051130),1/114,0.8810450289013532,0.9716353648209306,0,0,0.4693632166217776,0.0594432289029728,CD151
GO_Biological_Process_2021,regulation of apoptotic process (GO:0042981),10/742,0.881990976659393,0.9716353648209306,0,0,0.7191728693852079,0.0903090209244054,NET1;RIPK2;GSTP1;HSPB1;ANO6;VDAC1;PHB;DNM1L;PHB2;AQP1
GO_Biological_Process_2021,sphingolipid metabolic process (GO:0006665),1/116,0.8854187142229302,0.9716353648209306,0,0,0.4611531190926276,0.0561198547178006,VAPB
GO_Biological_Process_2021,cellular response to molecule of bacterial origin (GO:0071219),1/115,0.8832522959772802,0.9716353648209306,0,0,0.4652221586575134,0.0577547226276309,GSTP1
GO_Biological_Process_2021,generation of neurons (GO:0048699),2/202,0.8897238094271099,0.9720232617991176,0,0,0.5294550408719346,0.0618637458704993,BRSK1;MARK1
GO_Biological_Process_2021,positive regulation of protein-containing complex assembly (GO:0031334),1/118,0.8896320064521404,0.9720232617991176,0,0,0.4532237086584912,0.0530033242196595,CAPG
GO_Biological_Process_2021,negative regulation of response to external stimulus (GO:0032102),1/118,0.8896320064521404,0.9720232617991176,0,0,0.4532237086584912,0.0530033242196595,CD109
